"descricao","rotulo","cod_configuracao","cod_medicao","cod_unidade_operacional","dt_registro_programada","status_liberacao","valor"
ÁGUA TRATADA,Íon Flúor,1362,21180358,73,2020-10-08 18:00:00,R,0.6800
ENTRADA DA ETA,Vazão afluente,1324,21181557,73,2020-10-08 19:00:00,R,1438.0000
DOSAGENS,Dosagem Sulfato,1333,21181558,73,2020-10-08 19:00:00,R,82.1900
DOSAGENS,Dosagem Flúor,1342,21181559,73,2020-10-08 19:00:00,R,21.8300
RESERVATÓRIO,Nível,1325,21181560,73,2020-10-08 19:00:00,R,85.0000
DOSAGENS,Conc. Sulfato,1330,21181561,73,2020-10-08 19:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21181562,73,2020-10-08 19:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21181563,73,2020-10-08 19:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21181564,73,2020-10-08 19:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21181565,73,2020-10-08 19:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21181566,73,2020-10-08 19:00:00,R,1.2038
FILTROS,Filtro 1,1350,21181567,73,2020-10-08 19:00:00,R,0.3400
FILTROS,Filtro 2,1351,21181568,73,2020-10-08 19:00:00,R,0.3200
FILTROS,Filtro 3,1352,21181569,73,2020-10-08 19:00:00,R,0.3600
FILTROS,Filtro 4,1353,21181570,73,2020-10-08 19:00:00,R,0.3800
FILTROS,Filtro 5,1354,21181571,73,2020-10-08 19:00:00,R,0.4100
FILTROS,Filtro 6,1355,21181572,73,2020-10-08 19:00:00,R,0.2300
ÁGUA TRATADA,Cloro residual,1360,21181573,73,2020-10-08 19:00:00,R,1.9400
DOSAGENS,Conc. Sulfato,1330,21181883,73,2020-10-08 20:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21181887,73,2020-10-08 20:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21181891,73,2020-10-08 20:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21181895,73,2020-10-08 20:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21181897,73,2020-10-08 20:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21181901,73,2020-10-08 20:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21182220,73,2020-10-08 20:00:00,R,1426.0000
DOSAGENS,Dosagem Sulfato,1333,21182221,73,2020-10-08 20:00:00,R,81.5100
DOSAGENS,Dosagem Flúor,1342,21182222,73,2020-10-08 20:00:00,R,21.6500
RESERVATÓRIO,Nível,1325,21182223,73,2020-10-08 20:00:00,R,79.0000
ÁGUA BRUTA,Cor,1343,21182224,73,2020-10-08 20:00:00,R,30.5000
ÁGUA BRUTA,Turbidez,1344,21182225,73,2020-10-08 20:00:00,R,6.6500
ÁGUA BRUTA,pH,1345,21182226,73,2020-10-08 20:00:00,R,7.1500
ÁGUA BRUTA,Alcalinidade,1346,21182227,73,2020-10-08 20:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21182228,73,2020-10-08 20:00:00,R,10.2000
ÁGUA COAGULADA,pH,1348,21182229,73,2020-10-08 20:00:00,R,6.4800
COND. AMBIENTAIS,Temp. ar,1349,21182230,73,2020-10-08 20:00:00,R,26.0000
ÁGUA TRATADA,Cor,1356,21182231,73,2020-10-08 20:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21182232,73,2020-10-08 20:00:00,R,0.2900
ÁGUA TRATADA,pH,1358,21182233,73,2020-10-08 20:00:00,R,7.1000
ÁGUA TRATADA,Alcalinidade,1359,21182234,73,2020-10-08 20:00:00,R,20.0000
ÁGUA TRATADA,Cloro residual,1360,21182235,73,2020-10-08 20:00:00,R,1.9100
ÁGUA TRATADA,Íon Flúor,1362,21182236,73,2020-10-08 20:00:00,R,0.6600
ÁGUA TRATADA,Alumínio,1363,21182237,73,2020-10-08 20:00:00,R,0.0000
DOSAGENS,Conc. Sulfato,1330,21181884,73,2020-10-08 21:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21181888,73,2020-10-08 21:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21181892,73,2020-10-08 21:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21181896,73,2020-10-08 21:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21181898,73,2020-10-08 21:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21181902,73,2020-10-08 21:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21183264,73,2020-10-08 21:00:00,R,1447.0000
DOSAGENS,Dosagem Sulfato,1333,21183265,73,2020-10-08 21:00:00,R,82.7100
DOSAGENS,Dosagem Flúor,1342,21183266,73,2020-10-08 21:00:00,R,21.9700
RESERVATÓRIO,Nível,1325,21183267,73,2020-10-08 21:00:00,R,70.0000
FILTROS,Filtro 1,1350,21183268,73,2020-10-08 21:00:00,R,0.3900
FILTROS,Filtro 2,1351,21183269,73,2020-10-08 21:00:00,R,0.4100
FILTROS,Filtro 3,1352,21183270,73,2020-10-08 21:00:00,R,0.4400
FILTROS,Filtro 4,1353,21183271,73,2020-10-08 21:00:00,R,0.2800
FILTROS,Filtro 5,1354,21183272,73,2020-10-08 21:00:00,R,0.4300
FILTROS,Filtro 6,1355,21183273,73,2020-10-08 21:00:00,R,0.2900
ÁGUA TRATADA,Cloro residual,1360,21183274,73,2020-10-08 21:00:00,R,1.9600
DOSAGENS,Conc. Sulfato,1330,21181885,73,2020-10-08 22:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21181889,73,2020-10-08 22:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21181893,73,2020-10-08 22:00:00,R,7.0000
DOSAGENS,Conc. Flúor,1340,21181899,73,2020-10-08 22:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21181903,73,2020-10-08 22:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21184206,73,2020-10-08 22:00:00,R,2055.0000
DOSAGENS,Dosagem Sulfato,1333,21184207,73,2020-10-08 22:00:00,R,117.4600
DOSAGENS,Dosagem Flúor,1342,21184208,73,2020-10-08 22:00:00,R,31.1900
RESERVATÓRIO,Nível,1325,21184209,73,2020-10-08 22:00:00,R,74.0000
DOSAGENS,Cloro Pós,1339,21184210,73,2020-10-08 22:00:00,R,21.0000
ÁGUA BRUTA,Cor,1343,21184211,73,2020-10-08 22:00:00,R,28.8000
ÁGUA BRUTA,Turbidez,1344,21184212,73,2020-10-08 22:00:00,R,5.3300
ÁGUA BRUTA,pH,1345,21184213,73,2020-10-08 22:00:00,R,7.1500
ÁGUA BRUTA,Alcalinidade,1346,21184214,73,2020-10-08 22:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21184215,73,2020-10-08 22:00:00,R,8.6000
ÁGUA COAGULADA,pH,1348,21184216,73,2020-10-08 22:00:00,R,6.5000
COND. AMBIENTAIS,Temp. ar,1349,21184217,73,2020-10-08 22:00:00,R,25.8000
ÁGUA TRATADA,Cor,1356,21184218,73,2020-10-08 22:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21184219,73,2020-10-08 22:00:00,R,0.3200
ÁGUA TRATADA,pH,1358,21184220,73,2020-10-08 22:00:00,R,6.9800
ÁGUA TRATADA,Alcalinidade,1359,21184221,73,2020-10-08 22:00:00,R,19.5000
ÁGUA TRATADA,Cloro residual,1360,21184222,73,2020-10-08 22:00:00,R,1.9200
ÁGUA TRATADA,Íon Flúor,1362,21184223,73,2020-10-08 22:00:00,R,0.6700
DOSAGENS,Conc. Sulfato,1330,21181886,73,2020-10-08 23:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21181890,73,2020-10-08 23:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21181894,73,2020-10-08 23:00:00,R,7.0000
DOSAGENS,Conc. Flúor,1340,21181900,73,2020-10-08 23:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21181904,73,2020-10-08 23:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21184971,73,2020-10-08 23:00:00,R,2077.0000
DOSAGENS,Dosagem Sulfato,1333,21184972,73,2020-10-08 23:00:00,R,118.7100
DOSAGENS,Dosagem Flúor,1342,21184973,73,2020-10-08 23:00:00,R,31.5300
RESERVATÓRIO,Nível,1325,21184974,73,2020-10-08 23:00:00,R,79.0000
DOSAGENS,Cloro Pós,1339,21184975,73,2020-10-08 23:00:00,R,21.0000
FILTROS,Filtro 1,1350,21184976,73,2020-10-08 23:00:00,R,0.3200
FILTROS,Filtro 2,1351,21184977,73,2020-10-08 23:00:00,R,0.4500
FILTROS,Filtro 3,1352,21184978,73,2020-10-08 23:00:00,R,0.3900
FILTROS,Filtro 4,1353,21184979,73,2020-10-08 23:00:00,R,0.3100
FILTROS,Filtro 5,1354,21184980,73,2020-10-08 23:00:00,R,0.2800
FILTROS,Filtro 6,1355,21184981,73,2020-10-08 23:00:00,R,0.4900
ÁGUA TRATADA,Cloro residual,1360,21184982,73,2020-10-08 23:00:00,R,1.9500
ENTRADA DA ETA,Vazão afluente,1324,21186508,73,2020-10-09 00:00:00,R,1436.0000
DOSAGENS,Dosagem Sulfato,1333,21186509,73,2020-10-09 00:00:00,R,82.0800
DOSAGENS,Dosagem Flúor,1342,21186510,73,2020-10-09 00:00:00,R,21.8000
RESERVATÓRIO,Nível,1325,21186511,73,2020-10-09 00:00:00,R,84.0000
DOSAGENS,Conc. Sulfato,1330,21186512,73,2020-10-09 00:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21186513,73,2020-10-09 00:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21186514,73,2020-10-09 00:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21186515,73,2020-10-09 00:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21186516,73,2020-10-09 00:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21186517,73,2020-10-09 00:00:00,R,1.2038
ÁGUA BRUTA,Cor,1343,21186518,73,2020-10-09 00:00:00,R,28.2000
ÁGUA BRUTA,Turbidez,1344,21186519,73,2020-10-09 00:00:00,R,5.0700
ÁGUA BRUTA,pH,1345,21186520,73,2020-10-09 00:00:00,R,7.1500
ÁGUA BRUTA,Alcalinidade,1346,21186521,73,2020-10-09 00:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21186522,73,2020-10-09 00:00:00,R,8.9000
ÁGUA COAGULADA,pH,1348,21186523,73,2020-10-09 00:00:00,R,6.4700
COND. AMBIENTAIS,Temp. ar,1349,21186524,73,2020-10-09 00:00:00,R,25.6000
ÁGUA TRATADA,Cor,1356,21186525,73,2020-10-09 00:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21186526,73,2020-10-09 00:00:00,R,0.3800
ÁGUA TRATADA,pH,1358,21186527,73,2020-10-09 00:00:00,R,7.0100
ÁGUA TRATADA,Alcalinidade,1359,21186528,73,2020-10-09 00:00:00,R,19.5000
ÁGUA TRATADA,Cloro residual,1360,21186529,73,2020-10-09 00:00:00,R,1.9300
ÁGUA TRATADA,Íon Flúor,1362,21186530,73,2020-10-09 00:00:00,R,0.6500
TELEMETRIA,Água bruta,1364,21186531,73,2020-10-09 00:00:00,R,40253344.0000
TELEMETRIA,Água tratada,1365,21186532,73,2020-10-09 00:00:00,R,38318896.0000
DOSAGENS,Conc. Sulfato,1330,21186534,73,2020-10-09 01:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21186540,73,2020-10-09 01:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21186546,73,2020-10-09 01:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21186552,73,2020-10-09 01:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21186558,73,2020-10-09 01:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21186564,73,2020-10-09 01:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21187261,73,2020-10-09 01:00:00,R,1402.0000
DOSAGENS,Dosagem Sulfato,1333,21187262,73,2020-10-09 01:00:00,R,80.1300
DOSAGENS,Dosagem Flúor,1342,21187263,73,2020-10-09 01:00:00,R,21.2800
RESERVATÓRIO,Nível,1325,21187264,73,2020-10-09 01:00:00,R,87.0000
FILTROS,Filtro 1,1350,21187265,73,2020-10-09 01:00:00,R,0.3000
FILTROS,Filtro 2,1351,21187266,73,2020-10-09 01:00:00,R,0.2600
FILTROS,Filtro 3,1352,21187267,73,2020-10-09 01:00:00,R,0.3200
FILTROS,Filtro 4,1353,21187268,73,2020-10-09 01:00:00,R,0.2500
FILTROS,Filtro 5,1354,21187269,73,2020-10-09 01:00:00,R,0.2700
FILTROS,Filtro 6,1355,21187270,73,2020-10-09 01:00:00,R,0.3300
ÁGUA TRATADA,Cloro residual,1360,21187271,73,2020-10-09 01:00:00,R,1.9100
DOSAGENS,Conc. Sulfato,1330,21186535,73,2020-10-09 02:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21186541,73,2020-10-09 02:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21186547,73,2020-10-09 02:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21186553,73,2020-10-09 02:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21186559,73,2020-10-09 02:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21186565,73,2020-10-09 02:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21187673,73,2020-10-09 02:00:00,R,1424.0000
DOSAGENS,Dosagem Sulfato,1333,21187674,73,2020-10-09 02:00:00,R,81.3900
DOSAGENS,Dosagem Flúor,1342,21187675,73,2020-10-09 02:00:00,R,21.6200
RESERVATÓRIO,Nível,1325,21187676,73,2020-10-09 02:00:00,R,87.0000
ÁGUA BRUTA,Turbidez,1344,21187677,73,2020-10-09 02:00:00,R,5.2700
ÁGUA BRUTA,Cor,1343,21187678,73,2020-10-09 02:00:00,R,30.1000
ÁGUA BRUTA,pH,1345,21187679,73,2020-10-09 02:00:00,R,7.1500
ÁGUA BRUTA,Alcalinidade,1346,21187680,73,2020-10-09 02:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21187681,73,2020-10-09 02:00:00,R,9.2500
ÁGUA COAGULADA,pH,1348,21187682,73,2020-10-09 02:00:00,R,6.5200
COND. AMBIENTAIS,Temp. ar,1349,21187683,73,2020-10-09 02:00:00,R,25.1000
ÁGUA TRATADA,Cor,1356,21187684,73,2020-10-09 02:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21187685,73,2020-10-09 02:00:00,R,0.2500
ÁGUA TRATADA,pH,1358,21187686,73,2020-10-09 02:00:00,R,7.1500
ÁGUA TRATADA,Alcalinidade,1359,21187687,73,2020-10-09 02:00:00,R,20.0000
ÁGUA TRATADA,Cloro residual,1360,21187688,73,2020-10-09 02:00:00,R,1.9600
ÁGUA TRATADA,Íon Flúor,1362,21187689,73,2020-10-09 02:00:00,R,0.6800
DOSAGENS,Conc. Sulfato,1330,21186536,73,2020-10-09 03:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21186542,73,2020-10-09 03:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21186548,73,2020-10-09 03:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21186554,73,2020-10-09 03:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21186560,73,2020-10-09 03:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21186566,73,2020-10-09 03:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21188627,73,2020-10-09 03:00:00,R,1142.0000
DOSAGENS,Dosagem Sulfato,1333,21188628,73,2020-10-09 03:00:00,R,65.2700
DOSAGENS,Dosagem Flúor,1342,21188629,73,2020-10-09 03:00:00,R,17.3400
RESERVATÓRIO,Nível,1325,21188630,73,2020-10-09 03:00:00,R,87.0000
FILTROS,Filtro 1,1350,21188631,73,2020-10-09 03:00:00,R,0.3200
FILTROS,Filtro 2,1351,21188632,73,2020-10-09 03:00:00,R,0.2800
FILTROS,Filtro 3,1352,21188633,73,2020-10-09 03:00:00,R,0.3600
FILTROS,Filtro 4,1353,21188634,73,2020-10-09 03:00:00,R,0.3400
FILTROS,Filtro 5,1354,21188635,73,2020-10-09 03:00:00,R,0.4000
FILTROS,Filtro 6,1355,21188636,73,2020-10-09 03:00:00,R,0.3100
ÁGUA TRATADA,Cloro residual,1360,21188637,73,2020-10-09 03:00:00,R,1.9700
DOSAGENS,Conc. Sulfato,1330,21186537,73,2020-10-09 04:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21186543,73,2020-10-09 04:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21186549,73,2020-10-09 04:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21186555,73,2020-10-09 04:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21186561,73,2020-10-09 04:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21186567,73,2020-10-09 04:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21189800,73,2020-10-09 04:00:00,R,1136.0000
DOSAGENS,Dosagem Sulfato,1333,21189801,73,2020-10-09 04:00:00,R,64.9300
DOSAGENS,Dosagem Flúor,1342,21189802,73,2020-10-09 04:00:00,R,17.2400
RESERVATÓRIO,Nível,1325,21189803,73,2020-10-09 04:00:00,R,86.0000
ÁGUA BRUTA,Cor,1343,21189804,73,2020-10-09 04:00:00,R,28.0000
ÁGUA BRUTA,Turbidez,1344,21189805,73,2020-10-09 04:00:00,R,5.7700
ÁGUA BRUTA,pH,1345,21189806,73,2020-10-09 04:00:00,R,7.1500
ÁGUA BRUTA,Alcalinidade,1346,21189807,73,2020-10-09 04:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21189808,73,2020-10-09 04:00:00,R,9.1000
ÁGUA COAGULADA,pH,1348,21189809,73,2020-10-09 04:00:00,R,6.4900
COND. AMBIENTAIS,Temp. ar,1349,21189810,73,2020-10-09 04:00:00,R,25.0000
ÁGUA TRATADA,Cor,1356,21189811,73,2020-10-09 04:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21189812,73,2020-10-09 04:00:00,R,0.2900
ÁGUA TRATADA,pH,1358,21189813,73,2020-10-09 04:00:00,R,6.9700
ÁGUA TRATADA,Alcalinidade,1359,21189814,73,2020-10-09 04:00:00,R,20.0000
ÁGUA TRATADA,Cloro residual,1360,21189815,73,2020-10-09 04:00:00,R,2.0000
ÁGUA TRATADA,Íon Flúor,1362,21189816,73,2020-10-09 04:00:00,R,0.6500
DOSAGENS,Conc. Sulfato,1330,21186538,73,2020-10-09 05:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21186544,73,2020-10-09 05:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21186550,73,2020-10-09 05:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21186556,73,2020-10-09 05:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21186562,73,2020-10-09 05:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21186568,73,2020-10-09 05:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21190151,73,2020-10-09 05:00:00,R,1443.0000
DOSAGENS,Dosagem Sulfato,1333,21190152,73,2020-10-09 05:00:00,R,82.4800
DOSAGENS,Dosagem Flúor,1342,21190153,73,2020-10-09 05:00:00,R,21.9000
RESERVATÓRIO,Nível,1325,21190154,73,2020-10-09 05:00:00,R,85.0000
FILTROS,Filtro 1,1350,21190155,73,2020-10-09 05:00:00,R,0.2500
FILTROS,Filtro 2,1351,21190156,73,2020-10-09 05:00:00,R,0.3600
FILTROS,Filtro 3,1352,21190157,73,2020-10-09 05:00:00,R,0.3800
FILTROS,Filtro 4,1353,21190158,73,2020-10-09 05:00:00,R,0.4200
FILTROS,Filtro 5,1354,21190159,73,2020-10-09 05:00:00,R,0.4500
FILTROS,Filtro 6,1355,21190160,73,2020-10-09 05:00:00,R,0.3900
ÁGUA TRATADA,Cloro residual,1360,21190161,73,2020-10-09 05:00:00,R,1.9800
DOSAGENS,Conc. Sulfato,1330,21186539,73,2020-10-09 06:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21186545,73,2020-10-09 06:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21186551,73,2020-10-09 06:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21186557,73,2020-10-09 06:00:00,R,21.0000
DOSAGENS,Conc. Flúor,1340,21186563,73,2020-10-09 06:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21186569,73,2020-10-09 06:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21191645,73,2020-10-09 06:00:00,R,2117.0000
DOSAGENS,Dosagem Sulfato,1333,21191646,73,2020-10-09 06:00:00,R,121.0000
DOSAGENS,Dosagem Flúor,1342,21191647,73,2020-10-09 06:00:00,R,32.1400
RESERVATÓRIO,Nível,1325,21191648,73,2020-10-09 06:00:00,R,75.0000
ÁGUA BRUTA,Cor,1343,21191649,73,2020-10-09 06:00:00,R,32.4000
ÁGUA BRUTA,Turbidez,1344,21191650,73,2020-10-09 06:00:00,R,5.7400
ÁGUA BRUTA,pH,1345,21191651,73,2020-10-09 06:00:00,R,7.1300
ÁGUA BRUTA,Alcalinidade,1346,21191652,73,2020-10-09 06:00:00,R,15.8000
ÁGUA COAGULADA,Turbidez,1347,21191653,73,2020-10-09 06:00:00,R,8.8500
ÁGUA COAGULADA,pH,1348,21191654,73,2020-10-09 06:00:00,R,6.5300
COND. AMBIENTAIS,Temp. ar,1349,21191655,73,2020-10-09 06:00:00,R,24.9000
ÁGUA TRATADA,Cor,1356,21191656,73,2020-10-09 06:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21191657,73,2020-10-09 06:00:00,R,0.3400
ÁGUA TRATADA,pH,1358,21191658,73,2020-10-09 06:00:00,R,7.2000
ÁGUA TRATADA,Alcalinidade,1359,21191659,73,2020-10-09 06:00:00,R,21.0000
ÁGUA TRATADA,Cloro residual,1360,21191660,73,2020-10-09 06:00:00,R,1.9200
ÁGUA TRATADA,Íon Flúor,1362,21191661,73,2020-10-09 06:00:00,R,0.6900
DOSAGENS,Conc. Sulfato,1330,21193009,73,2020-10-09 07:00:00,R,46.3200
DOSAGENS,Dosagem Sulfato,1333,21193010,73,2020-10-09 07:00:00,R,120.7700
DOSAGENS,Dens. Sulfato,1331,21193021,73,2020-10-09 07:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21193032,73,2020-10-09 07:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21193043,73,2020-10-09 07:00:00,R,21.0000
DOSAGENS,Conc. Flúor,1340,21193046,73,2020-10-09 07:00:00,R,23.0000
DOSAGENS,Dosagem Flúor,1342,21193047,73,2020-10-09 07:00:00,R,32.0800
DOSAGENS,Dens. Flúor,1341,21193058,73,2020-10-09 07:00:00,R,1.2038
FILTROS,Filtro 1,1350,21193069,73,2020-10-09 07:00:00,R,0.3500
FILTROS,Filtro 2,1351,21193070,73,2020-10-09 07:00:00,R,0.2500
FILTROS,Filtro 3,1352,21193071,73,2020-10-09 07:00:00,R,0.2600
FILTROS,Filtro 4,1353,21193072,73,2020-10-09 07:00:00,R,0.4800
FILTROS,Filtro 5,1354,21193073,73,2020-10-09 07:00:00,R,0.4100
FILTROS,Filtro 6,1355,21193074,73,2020-10-09 07:00:00,R,0.2500
ÁGUA TRATADA,Cloro residual,1360,21193075,73,2020-10-09 07:00:00,R,1.7200
ENTRADA DA ETA,Vazão afluente,1324,21193076,73,2020-10-09 07:00:00,R,2113.0000
RESERVATÓRIO,Nível,1325,21193077,73,2020-10-09 07:00:00,R,84.0000
DOSAGENS,Conc. Sulfato,1330,21193011,73,2020-10-09 08:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21193022,73,2020-10-09 08:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21193033,73,2020-10-09 08:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21193044,73,2020-10-09 08:00:00,R,21.0000
DOSAGENS,Conc. Flúor,1340,21193048,73,2020-10-09 08:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21193059,73,2020-10-09 08:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21194450,73,2020-10-09 08:00:00,R,2113.0000
DOSAGENS,Dosagem Sulfato,1333,21194451,73,2020-10-09 08:00:00,R,120.7700
DOSAGENS,Dosagem Flúor,1342,21194452,73,2020-10-09 08:00:00,R,32.0800
RESERVATÓRIO,Nível,1325,21194453,73,2020-10-09 08:00:00,R,88.0000
ÁGUA BRUTA,Cor,1343,21194454,73,2020-10-09 08:00:00,R,36.0000
ÁGUA BRUTA,Turbidez,1344,21194455,73,2020-10-09 08:00:00,R,5.8100
ÁGUA BRUTA,pH,1345,21194456,73,2020-10-09 08:00:00,R,7.0600
ÁGUA BRUTA,Alcalinidade,1346,21194457,73,2020-10-09 08:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21194458,73,2020-10-09 08:00:00,R,6.9800
ÁGUA COAGULADA,pH,1348,21194459,73,2020-10-09 08:00:00,R,6.4700
COND. AMBIENTAIS,Temp. ar,1349,21194460,73,2020-10-09 08:00:00,R,25.8000
ÁGUA TRATADA,Cor,1356,21194461,73,2020-10-09 08:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21194462,73,2020-10-09 08:00:00,R,0.2900
ÁGUA TRATADA,pH,1358,21194463,73,2020-10-09 08:00:00,R,7.0800
ÁGUA TRATADA,Alcalinidade,1359,21194464,73,2020-10-09 08:00:00,R,19.9000
ÁGUA TRATADA,Cloro residual,1360,21194465,73,2020-10-09 08:00:00,R,1.6800
ÁGUA TRATADA,Íon Flúor,1362,21194466,73,2020-10-09 08:00:00,R,0.6000
DOSAGENS,Conc. Sulfato,1330,21193012,73,2020-10-09 09:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21193023,73,2020-10-09 09:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21193034,73,2020-10-09 09:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21193045,73,2020-10-09 09:00:00,R,21.0000
DOSAGENS,Conc. Flúor,1340,21193049,73,2020-10-09 09:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21193060,73,2020-10-09 09:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21199989,73,2020-10-09 09:00:00,R,2120.0000
DOSAGENS,Dosagem Sulfato,1333,21199990,73,2020-10-09 09:00:00,R,121.1700
DOSAGENS,Dosagem Flúor,1342,21199991,73,2020-10-09 09:00:00,R,32.1800
RESERVATÓRIO,Nível,1325,21199992,73,2020-10-09 09:00:00,R,84.0000
FILTROS,Filtro 1,1350,21200011,73,2020-10-09 09:00:00,R,0.4000
FILTROS,Filtro 2,1351,21200012,73,2020-10-09 09:00:00,R,0.2500
FILTROS,Filtro 3,1352,21200013,73,2020-10-09 09:00:00,R,0.2600
FILTROS,Filtro 4,1353,21200014,73,2020-10-09 09:00:00,R,0.3800
FILTROS,Filtro 5,1354,21200015,73,2020-10-09 09:00:00,R,0.4800
FILTROS,Filtro 6,1355,21200016,73,2020-10-09 09:00:00,R,0.5200
ÁGUA TRATADA,Cloro residual,1360,21200023,73,2020-10-09 09:00:00,R,1.7300
DOSAGENS,Conc. Sulfato,1330,21193013,73,2020-10-09 10:00:00,R,46.3200
